stop_id,coordinate_location,stop_order,line_id,line_name,stop_name,type,year,frequency,east_west
1946151,"52.470965141866394, 13.385641462324475",0,19461,1,Flughafen,bus,1946,25,both/unkown
1946158,"52.49508128500466, 13.389323838894562",1,19461,1,Franz-Mehring-Strasse,bus,1946,25,both/unkown
1946212,"52.49794750808006, 13.391726405887525",2,19461,1,Hallesches Tor,bus,1946,25,both/unkown
1946325,"52.50113590948542, 13.394408948438224",3,19461,1,Lindenstrasse,bus,1946,25,both/unkown
1946257,"52.50710477957293, 13.398277044768834",4,19461,1,Jerusalemer Strasse,bus,1946,25,both/unkown
1946138,"52.51104121136219, 13.39862526380472",5,19461,1,DÃ¶nhoffplatz,bus,1946,25,both/unkown
1946596,"52.515291776252226, 13.397165241076786",6,19461,1,Werderscher markt,bus,1946,25,both/unkown
1946476,"52.516189104673394, 13.401870070751757",7,19461,1,SchloÃŸplatz,bus,1946,25,both/unkown
19462,"52.52005246558073, 13.413957243449447",8,19461,1,Alexanderplatz,bus,1946,25,both/unkown
19466,"52.51778540833277, 13.418077932963259",9,19461,1,Alexanderstrasse,bus,1946,25,both/unkown
1946240,"52.51470310432635, 13.420502137148215",10,19461,1,Holzmarkstrasse,bus,1946,25,both/unkown
1946472,"52.50976021619768, 13.436358877912049",11,19461,1,Schlesischer Bahnhof,bus,1946,25,both/unkown
194613,"52.511300751384205, 13.434689302904747",12,19461,1,Am Schlesischen Bahnhof,bus,1946,25,both/unkown
1946172,"52.5121233087592, 13.438416859495533",13,19461,1,Fruchtstrasse,bus,1946,25,both/unkown
1946301,"52.5137005363457, 13.43784219276966",14,19461,1,KÃ¼rstriner Platz,bus,1946,25,both/unkown
1946153,"52.51348352208039, 13.476830323062508",15,19461,1,Frankfurter Allee,bus,1946,25,both/unkown
1946157,"52.5158293510385, 13.453999993701924",16,19461,1,Frankfurter Allee Ecke Warschauer Strasse,bus,1946,25,both/unkown
1946156,"52.51348326435681, 13.476984666930822",17,19461,1,Frankfurter Allee Ecke GÃ¼rtelstrasse,bus,1946,25,both/unkown
19468,"52.51072943298707, 13.504877027235766",18,19461,1,Alt-Friedrichsfelde,bus,1946,25,both/unkown
1946206,"52.522700593509725, 13.401605863643521",0,19462,1,Hackescher Markt,strassenbahn,1946,10,both/unkown
1946459,"52.526863056079485, 13.403424759115316",1,19462,1,Rosenthaler Strasse,strassenbahn,1946,10,both/unkown
1946457,"52.5301769,13.4016121",2,19462,1,Rosenthaler Platz,strassenbahn,1946,10,both/unkown
1946252,"52.5324542,13.3974236",3,19462,1,Invalidenstrasse,strassenbahn,1946,10,both/unkown
1946531,"52.531658,13.3887147",4,19462,1,Stettiner Bhf.,strassenbahn,1946,10,both/unkown
1946125,"52.52716975261716, 13.387046161831702",5,19462,1,Chausseestrasse,strassenbahn,1946,10,both/unkown
1946170,"52.51986268004412, 13.388183618668693",6,19462,1,Friedrichstrasse,strassenbahn,1946,10,both/unkown
1946589,"52.52180915595045, 13.38803351210133",7,19462,1,WeidendammbrÃ¼cke,strassenbahn,1946,10,both/unkown
1946426,"52.52067652539613, 13.389902051315714",8,19462,1,Prinz-Louis-Ferdinand-Strasse,strassenbahn,1946,10,both/unkown
1946136,"52.518718761338874, 13.388522669782862",9,19462,1,Dorotheenstrasse,strassenbahn,1946,10,both/unkown
1946232,"52.516248900919734, 13.376820910193624",10,19462,1,Hindenburgplatz,strassenbahn,1946,10,both/unkown
1946414,"52.50948236131137, 13.375988156399634",11,19462,1,Potsdamer Platz,strassenbahn,1946,10,both/unkown
194618,"52.50453275122, 13.382326534592197",12,19462,1,Anhalter Bahnhof,strassenbahn,1946,10,both/unkown
1946628,"52.433207520111885, 13.259531923613192",0,19463,17,"Zehlendorf, Rathaus",bus,1946,30,both/unkown
1946412,"52.431000977609386, 13.229955507955582",1,19463,17,Potsdamer Chaussee,bus,1946,30,both/unkown
194676,"52.43378197004219, 13.193152057415048",2,19463,17,Bhf. Nikolassee,bus,1946,30,both/unkown
194683,"52.42151302311533, 13.17810256503659",3,19463,17,Bhf. Wannsee,bus,1946,30,both/unkown
1946539,"52.409430239790396, 13.14381794619846",4,19463,17,StÃ¶lpchensee,bus,1946,30,both/unkown
1946600,"52.52581092392458, 13.318056678375148",0,19464,21,Wiebestrasse,strassenbahn,1946,6,both/unkown
1946556,"52.52721009570157, 13.33057857169393",1,19464,21,ThÃ¤lmannstrasse Ecke Waldstrasse,strassenbahn,1946,6,both/unkown
1946436,"52.52356,13.35779",2,19464,21,Rathenower Strasse,strassenbahn,1946,6,both/unkown
194611,"52.522953428732706, 13.363110996619637",3,19464,21,Alt-Moabit,strassenbahn,1946,6,both/unkown
1946345,"52.5219128570478, 13.368763129040833",4,19464,21,MoltkebrÃ¼cke,strassenbahn,1946,6,both/unkown
1946309,"52.52343504003177, 13.37053213445337",5,19464,21,Lehrter Bhf.,strassenbahn,1946,6,both/unkown
1946346,"52.52091870811496, 13.370522595212249",6,19464,21,Moltkestrasse,strassenbahn,1946,6,both/unkown
1946173,"52.52081005309171, 13.372234861490762",7,19464,21,FÃ¼rst-Bismarck-Strasse,strassenbahn,1946,6,both/unkown
1946291,"52.518581320085175, 13.37089835391381",8,19464,21,KÃ¶nigsplatz,strassenbahn,1946,6,both/unkown
1946232,"52.516248900919734, 13.376820910193624",9,19464,21,Hindenburgplatz,strassenbahn,1946,6,both/unkown
1946414,"52.50948236131137, 13.375988156399634",10,19464,21,Potsdamer Platz,strassenbahn,1946,6,both/unkown
194619,"52.50449054956299, 13.382289924849571",11,19464,21,Anhalter Bhf.,strassenbahn,1946,6,both/unkown
1946456,"52.598664,13.3726652",0,19465,23,Rosenthal,strassenbahn,1946,10,both/unkown
1946437,"52.588585153873055, 13.388316972877895",1,19465,23,Reichskanzlerdamm,strassenbahn,1946,10,both/unkown
194689,"52.57979168986186, 13.398319596978663",2,19465,23,Bismarckplatz,strassenbahn,1946,10,both/unkown
1946189,"52.57107235599751, 13.39822592061002",3,19465,23,Grabbeallee,strassenbahn,1946,10,both/unkown
1946395,"52.5694372959097, 13.400975893487843",4,19465,23,"Pankow, SchÃ¶nholzer Strasse",strassenbahn,1946,10,both/unkown
1946620,"52.56711840042508, 13.397494001474454",5,19465,23,Wollankstrasse,strassenbahn,1946,10,both/unkown
1946621,"52.565015564441026, 13.39428238792138",6,19465,23,Wollankstrasse Ecke Brehmestrasse,strassenbahn,1946,10,both/unkown
1946427,"52.55964584409222, 13.386994425763648",7,19465,23,Prinzenallee Ecke Brehmestrasse,strassenbahn,1946,10,both/unkown
1946400,"52.55232052700631, 13.381594396575924",8,19465,23,Pankstrasse,strassenbahn,1946,10,both/unkown
1946360,"52.54423653105294, 13.369853072459598",9,19465,23,Nettelbeckplatz,strassenbahn,1946,10,both/unkown
1946448,"52.54031997084383, 13.36977195492272",10,19465,23,Reinickendorfer Strasse,strassenbahn,1946,10,both/unkown
1946588,"52.54152535588228, 13.369198549039789",11,19465,23,Weddingplatz,strassenbahn,1946,10,both/unkown
1946149,"52.54108945864209, 13.368519561996605",12,19465,23,Fennstrasse,strassenbahn,1946,10,both/unkown
1946583,"52.506746741445006, 13.449684491939852",0,19466,4,Warschauer BrÃ¼cke,strassenbahn,1946,7,both/unkown
1946586,"52.50502,13.44863",1,19466,4,Warschauer Strasse,strassenbahn,1946,7,both/unkown
194632,"52.519215,13.4525257",2,19466,4,Baltenplatz,strassenbahn,1946,7,both/unkown
1946142,"52.5264128560996, 13.447642432361302",3,19466,4,Elbinger Strasse Ecke Lansberger Allee,strassenbahn,1946,7,both/unkown
1946143,"52.5396522,13.4244789",4,19466,4,Elbinger Strasse Ecke Prenzelauer Allee,strassenbahn,1946,7,both/unkown
1946133,"52.54104742454958, 13.412165003566182",5,19466,4,Danziger Strasse Ecke SchÃ¶nhauser Allee,strassenbahn,1946,7,both/unkown
194653,"52.5382797167537, 13.39603248653666",6,19466,4,Bernauer Strasse Ecke Brunnenstrasse,strassenbahn,1946,7,both/unkown
1946536,"52.5388670480441, 13.391881284856476",7,19466,4,Strelitzerstrasse,strassenbahn,1946,7,both/unkown
1946527,"52.45646561335731, 13.322849067861537",0,19467,5,"Steglitz, Rathaus",bus,1946,60,both/unkown
1946477,"52.45269082659021, 13.313015618265792",1,19467,5,SchloÃŸstrasse,bus,1946,60,both/unkown
1946571,"52.44943362981936, 13.303860250639888",2,19467,5,Unter den Eichen,bus,1946,60,both/unkown
194647,"52.44190329932344, 13.282795959916694",3,19467,5,Berliner Strasse Ecke Thielallee,bus,1946,60,both/unkown
1946628,"52.433207520111885, 13.259531923613192",4,19467,5,"Zehlendorf, Rathaus",bus,1946,60,both/unkown
1946482,"52.48749215907796, 13.34511332295929",0,19468,6,"SchÃ¶nberg, Wartburgplatz",strassenbahn,1946,12,both/unkown
1946355,"52.48181095333424, 13.348363136513548",1,19468,6,MÃ¼hlenstrasse Ecke Hauptstrasse,strassenbahn,1946,12,both/unkown
194680,"52.479867391229774, 13.352797522353837",2,19468,6,Bhf. SchÃ¶neberg,strassenbahn,1946,12,both/unkown
1946465,"52.47447878567379, 13.361479342511561",3,19468,6,Sachsendamm,strassenbahn,1946,12,both/unkown
194678,"52.474088737380455, 13.363804736501839",4,19468,6,Bhf. Papestrasse,strassenbahn,1946,12,both/unkown
1946553,"52.471120701376066, 13.369557043504239",5,19468,6,"Tempelhof, SchÃ¶neberger Strasse",strassenbahn,1946,12,both/unkown
1946134,"52.46605116645637, 13.37863626316366",6,19468,6,Dorfstrasse,strassenbahn,1946,12,both/unkown
1946135,"52.46590130350415, 13.38556580514773",7,19468,6,Dorfstrasse Ecke Berliner Strasse,strassenbahn,1946,12,both/unkown
1946178,"52.46053782557012, 13.418009045149528",8,19468,6,Germaniastrasse,strassenbahn,1946,12,both/unkown
1946187,"52.46039602352925, 13.418101877605094",9,19468,6,Gottlieb-Dunkel-Strasse,strassenbahn,1946,12,both/unkown
1946336,"52.46469434328643, 13.432932867671957",10,19468,6,Mariendorfer Weg,strassenbahn,1946,12,both/unkown
1946337,"52.46469681872952, 13.432973252862677",11,19468,6,Mariendorfer Weg Ecke Chausseestrasse,strassenbahn,1946,12,both/unkown
1946279,"52.4668944843566, 13.435710471027722",12,19468,6,Knesebeckstrasse,strassenbahn,1946,12,both/unkown
194675,"52.469429556071695, 13.441761396090287",13,19468,6,Bhf. NeukÃ¶lln,strassenbahn,1946,12,both/unkown
194638,"52.48084525434906, 13.435357975110138",14,19468,6,Bergstrasse,strassenbahn,1946,12,both/unkown
1946145,"52.481710013190636, 13.440170901917053",15,19468,6,Erkstrasse,strassenbahn,1946,12,both/unkown
1946601,"52.48639151839982, 13.446372622487623",16,19468,6,Wildenbruchstrasse,strassenbahn,1946,12,both/unkown
1946559,"52.493944205822736, 13.460794560225086",17,19468,6,"Treptow, Elsenstrasse",strassenbahn,1946,12,both/unkown
1946501,"52.552703555448296, 13.356287088477963",0,19469,8,"Seestrasse, FriedhÃ¶fe",strassenbahn,1946,15,both/unkown
1946500,"52.55044753588031, 13.351974539230612",1,19469,8,Seestrasse Ecke MÃ¼llerstrasse,strassenbahn,1946,15,both/unkown
1946499,"52.55695074879838, 13.365622304450374",2,19469,8,Seestrasse Ecke Markstrasse,strassenbahn,1946,15,both/unkown
1946386,"52.55670687244517, 13.37382548226232",3,19469,8,Osloer strasse,strassenbahn,1946,15,both/unkown
1946385,"52.5559072,13.3837614",4,19469,8,Osloer Strasse Ecke Prinzenallee,strassenbahn,1946,15,both/unkown
194695,"52.5537705,13.4138898",5,19469,8,Bornholmer Strasse,strassenbahn,1946,15,both/unkown
194657,"52.5548305,13.3962829",6,19469,8,Bhf. Bornholmer Strasse,strassenbahn,1946,15,both/unkown
194696,"52.5537705,13.4138898",7,19469,8,Bornholmer Strasse Ecke SchÃ¶nhauser Allee,strassenbahn,1946,15,both/unkown
1946613,"52.553741695351356, 13.4145195643564",8,19469,8,Wisbyer Strasse Ecke Bornholmerstrasse,strassenbahn,1946,15,both/unkown
1946614,"52.55125006657356, 13.430221096230662",9,19469,8,Wisbyer Strasse Ecke Prenzlauer Allee,strassenbahn,1946,15,both/unkown
1946202,"52.5536867,13.4343757",10,19469,8,Gustav-Adolf-Strasse Ecke Langhansstrasse,strassenbahn,1946,15,both/unkown
194641,"52.5484803,13.4517416",11,19469,8,"Berliner Allee, Antonplatz",strassenbahn,1946,15,both/unkown
194640,"52.55200136641885, 13.465720692557477",12,19469,8,Berliner Allee Ecke Lichtenberger strasse,strassenbahn,1946,15,both/unkown
1946593,"52.53611350861865, 13.47352780887088",13,19469,8,WeiÃŸenseer Weg Ecke HohenschÃ¶nhauser Strasse,strassenbahn,1946,15,both/unkown
1946315,"52.5266001,13.479068",14,19469,8,"Lichtenberg, RÃ¶derplatz",strassenbahn,1946,15,both/unkown
1946350,"52.52073451226056, 13.480334590663476",15,19469,8,MÃ¶llendorffstrasse Ecke Scheffelstrasse,strassenbahn,1946,15,both/unkown
1946205,"52.5135267127755, 13.477083855609834",16,19469,8,GÃ¼rtelstrasse Ecke Frankfurter Allee,strassenbahn,1946,15,both/unkown
19462,"52.52005246558073, 13.413957243449447",0,194610,9,Alexanderplatz,bus,1946,10,both/unkown
1946476,"52.516189104673394, 13.401870070751757",1,194610,9,SchloÃŸplatz,bus,1946,10,both/unkown
1946573,"52.517002154850104, 13.388838236105823",2,194610,9,Unter den Linden Ecke Friedrichstrasse,bus,1946,10,both/unkown
194698,"52.51776764730101, 13.370281416321609",3,194610,9,Brandenburger Tor,bus,1946,10,both/unkown
1946120,"52.513938592229856, 13.350204275572693",4,194610,9,Charlottenburger Chaussee,bus,1946,10,both/unkown
1946118,"52.512535145950686, 13.321796492553819",5,194610,9,"Charlottenburg, Knie",bus,1946,10,both/unkown
1946565,"52.50267191175726, 13.475443912447263",0,194611,13,TÃ¼rschmidtstrasse Ecke Karlshorster Strasse,strassenbahn,1946,15,both/unkown
1946297,"52.49227064042966, 13.49157012299555",1,194611,13,KÃ¶penicker Chaussee,strassenbahn,1946,15,both/unkown
1946284,"52.4881374,13.4958685",2,194611,13,Kraftwerk Klingenberg,strassenbahn,1946,15,both/unkown
1946188,"52.52567490695968, 13.330198327307098",0,194612,3,Gotzkowskystrasse,strassenbahn,1946,10,both/unkown
1946555,"52.52442677095412, 13.327514575012643",1,194612,3,ThÃ¤lmannstrasse Ecke Beusselstrasse,strassenbahn,1946,10,both/unkown
1946267,"52.52584246725217, 13.301966640315474",2,194612,3,Kaiserin-Augusta-Allee Ecke Tauroggener Strasse,strassenbahn,1946,10,both/unkown
194649,"52.51811270120716, 13.304464937779839",3,194612,3,Berliner Strasse Ecke Wilmersdorfer Strasse,strassenbahn,1946,10,both/unkown
1946605,"52.51152325911662, 13.305167369267663",4,194612,3,Wilmerdorfer Strasse,strassenbahn,1946,10,both/unkown
1946610,"52.506693329632505, 13.306673473535692",5,194612,3,Wilmersdorfer Strasse Ecke Kantstrasse,strassenbahn,1946,10,both/unkown
1946611,"52.500032680363084, 13.307221456574052",6,194612,3,Wilmersdorfer Strasse Ecke KurfÃ¼rstendamm,strassenbahn,1946,10,both/unkown
194699,"52.50008221195205, 13.306978939890724",7,194612,3,Brandenburgische Strasse,strassenbahn,1946,10,both/unkown
1946147,"52.49032472677901, 13.314317300484289",8,194612,3,Fehrbelliner Platz,strassenbahn,1946,10,both/unkown
194645,"52.487339334357976, 13.3309375952067",9,194612,3,Berliner Strasse Ecke Kaiserallee,strassenbahn,1946,10,both/unkown
194635,"52.48857550103818, 13.340030405284534",10,194612,3,Bayerischer Platz,strassenbahn,1946,10,both/unkown
1946199,"52.489099571674906, 13.344928521367574",11,194612,3,Grunewaldstrasse,strassenbahn,1946,10,both/unkown
1946186,"52.48987556540933, 13.353165536219167",12,194612,3,Goltzstrasse,strassenbahn,1946,10,both/unkown
1946612,"52.49469570502408, 13.355296138762895",13,194612,3,Winterfeldtplatz,strassenbahn,1946,10,both/unkown
1946390,"52.49433531886079, 13.361034439138953",14,194612,3,Pallasstrasse,strassenbahn,1946,10,both/unkown
1946391,"52.49439853450471, 13.361087669638948",15,194612,3,Pallasstrasse Ecke Potsdamer Strasse,strassenbahn,1946,10,both/unkown
1946185,"52.493927894212824, 13.36386105025039",16,194612,3,Goebenstrasse,strassenbahn,1946,10,both/unkown
1946624,"52.492901206042376, 13.387766831697483",17,194612,3,Yorckstrasse,strassenbahn,1946,10,both/unkown
1946625,"52.49291034594189, 13.387669618853648",18,194612,3,Yorckstrasse Ecke Franz-Mehring-Strasse,strassenbahn,1946,10,both/unkown
1946183,"52.49118173025337, 13.396394305880412",19,194612,3,Gneisenausstrasse,strassenbahn,1946,10,both/unkown
1946175,"52.48915625862438, 13.407771678016932",20,194612,3,Gardepionierplatz,strassenbahn,1946,10,both/unkown
1946567,"52.50624112361932, 13.512853060220209",0,194613,D,U-Bhf. Friedrichsfelde,bus,1946,12,both/unkown
1946562,"52.492776541825044, 13.526520070619169",1,194613,D,Treskowallee,bus,1946,12,both/unkown
1946582,"52.493415428017606, 13.54477394876985",2,194613,D,Warmbader Strasse,bus,1946,12,both/unkown
194687,"52.49390691698614, 13.561942550423845",3,194613,D,Biesdorf-SÃ¼d,bus,1946,12,both/unkown
1946274,"52.48662646660428, 13.560368748996797",4,194613,D,"Kaulsdorf-SÃ¼d, Zimmermannstrasse",bus,1946,12,both/unkown
1946570,"52.48730877811447, 13.574932033917504",5,194613,D,Ulmenstrasse,bus,1946,12,both/unkown
1946332,"52.47546367962774, 13.599281537604181",6,194613,D,"Mahlsdorf-SÃ¼d, Kohlisstrasse",bus,1946,12,both/unkown
19461,"52.47849809201335, 13.607179083668733",7,194613,D,Akazienallee,bus,1946,12,both/unkown
1946130,"52.478269416919034, 13.62093701953678",8,194613,D,"Dahlwitz, Kol. Waldesruh",bus,1946,12,both/unkown
1946568,"52.511321113614606, 13.499329952959899",0,194614,H,U-Bhf. Lichtenberg,bus,1946,15,both/unkown
19468,"52.51072943298707, 13.504877027235766",1,194614,H,Alt-Friedrichsfelde,bus,1946,15,both/unkown
19467,"52.508805788386496, 13.558724778261455",2,194614,H,Alt-Biesdorf,bus,1946,15,both/unkown
194610,"52.50517404169193, 13.581539359412261",3,194614,H,Alt-Kaulsdorf,bus,1946,15,both/unkown
194666,"52.511553392977326, 13.587295035057858",4,194614,H,Bhf. Kaulsdorf,bus,1946,15,both/unkown
1946181,"52.516082749660676, 13.598007724215872",5,194614,H,Giesestrasse,bus,1946,15,both/unkown
1946331,"52.5140540358825, 13.61139730634821",6,194614,H,"Mahlsdorf, Zeppelinstrasse",bus,1946,15,both/unkown
194627,"52.512509114258, 13.612231040399239",7,194614,H,Bahnhof Mahlsdorf,bus,1946,15,both/unkown
1946248,"52.53004028967899, 13.626841841614464",8,194614,H,HÃ¶nower Strasse,bus,1946,15,both/unkown
1946247,"52.54667360464534, 13.637391352821227",9,194614,H,HÃ¶now,bus,1946,15,both/unkown
1946106,"52.619072064369824, 13.393383358408967",0,194615,24,Buchholz,strassenbahn,1946,15,unkown
1946402,"52.57798821745791, 13.428766545985715",1,194615,24,Pasewalker Strasse,strassenbahn,1946,15,unkown
194677,"52.5777355,13.4281593",2,194615,24,Bhf. Pankow-Heinersdorf,strassenbahn,1946,15,unkown
1946394,"52.57340426550783, 13.422144089868961",3,194615,24,"Pankow, Damerowstrasse",strassenbahn,1946,15,unkown
1946100,"52.57099160012513, 13.40999970857956",4,194615,24,Breite Strasse Ecke Berliner Strasse,strassenbahn,1946,15,unkown
1946622,"52.569361555018446, 13.401120706787669",5,194615,24,Wollankstrasse Ecke SchÃ¶nholzer Strasse,strassenbahn,1946,15,unkown
1946621,"52.565015564441026, 13.39428238792138",6,194615,24,Wollankstrasse Ecke Brehmestrasse,strassenbahn,1946,15,unkown
1946428,"52.5559072,13.3837614",7,194615,24,Prinzenallee Ecke Osloer Strasse,strassenbahn,1946,15,unkown
194623,"52.55227848989899, 13.381428333797949",8,194615,24,Badstrasse Ecke Pankstrasse,strassenbahn,1946,15,unkown
1946104,"52.54842580988483, 13.388018631243888",9,194615,24,"Brunnenstrasse, Gesundbrunnen",strassenbahn,1946,15,unkown
1946432,"52.5471348687247, 13.389120500428692",10,194615,24,Ramlerstrasse,strassenbahn,1946,15,unkown
1946545,"52.589904229457645, 13.283306953160388",0,194616,25,"Tegel, Alt-Tegel",strassenbahn,1946,15,unkown
194650,"52.576294689156825, 13.294656859060982",1,194616,25,Berlinerstrasse Ecke Seidelstrasse,strassenbahn,1946,15,unkown
1946445,"52.567938584320565, 13.311990398863685",2,194616,25,"Reinickendorf, Scharnweberstrasse",strassenbahn,1946,15,unkown
1946468,"52.564054479214924, 13.327868562561564",3,194616,25,Scharnweberstrasse Ecke Berliner Strasse,strassenbahn,1946,15,unkown
1946356,"52.55973735325193, 13.335642683090738",4,194616,25,MÃ¼llerstrasse,strassenbahn,1946,15,unkown
1946357,"52.55047126275597, 13.351995203728084",5,194616,25,MÃ¼llerstrasse Ecke Seestrasse,strassenbahn,1946,15,unkown
1946558,"52.54874688145034, 13.348527917135552",6,194616,25,Togostrasse,strassenbahn,1946,15,unkown
1946351,"52.41018331064196, 13.665897531850348",0,194617,27,MÃ¼ggelheim,bus,1946,20,unkown
1946352,"52.42399604932065, 13.628973842179805",1,194617,27,MÃ¼ggelheimer Damm,bus,1946,20,unkown
1946294,"52.43861200573594, 13.592411258792163",2,194617,27,"KÃ¶penick, Krankenhaus",bus,1946,20,unkown
1946107,"52.42355261827082, 13.436838614074265",0,194618,27,Buckow,strassenbahn,1946,10,both/unkown
1946110,"52.43210375221334, 13.435048135233718",1,194618,27,Buckower Chaussee,strassenbahn,1946,10,both/unkown
1946124,"52.444151379426934, 13.433518263070448",2,194618,27,Chausseestrasse,strassenbahn,1946,10,both/unkown
1946122,"52.452665402462785, 13.438541176798315",3,194618,27,Chauseestrasse Ecke Blaschkoallee,strassenbahn,1946,10,both/unkown
1946227,"52.46476232618638, 13.432818109719008",4,194618,27,Hermannstrasse,strassenbahn,1946,10,both/unkown
194664,"52.4678315178447, 13.431116763350932",5,194618,27,Bhf. Hermannstrasse,strassenbahn,1946,10,both/unkown
1946228,"52.473415687320596, 13.42814231816192",6,194618,27,Hermannstrasse Ecke Leinestrasse,strassenbahn,1946,10,both/unkown
1946366,"52.472875143270436, 13.42842218641741",7,194618,27,"NeukÃ¶lln, Steinmetzstrasse",strassenbahn,1946,10,both/unkown
1946550,"52.573270025049354, 13.229152131350883",0,194619,28,Tegelort,strassenbahn,1946,30,unkown
1946126,"52.58905755725733, 13.240889150790816",1,194619,28,ConradshÃ¶her Chaussee,strassenbahn,1946,30,unkown
1946548,"52.599866426938775, 13.25206293052063",2,194619,28,Tegeler Forst,strassenbahn,1946,30,unkown
1946127,"52.59789482528517, 13.275115353233018",3,194619,28,ConradshÃ¶her Chaussee Ecke Carolinenstrasse,strassenbahn,1946,30,unkown
1946546,"52.59385577804168, 13.280849504455242",4,194619,28,"Tegel, SchloÃŸstrasse",strassenbahn,1946,30,unkown
194650,"52.576294689156825, 13.294656859060982",5,194619,28,Berlinerstrasse Ecke Seidelstrasse,strassenbahn,1946,30,unkown
1946445,"52.567938584320565, 13.311990398863685",6,194619,28,"Reinickendorf, Scharnweberstrasse",strassenbahn,1946,30,unkown
1946468,"52.564054479214924, 13.327868562561564",7,194619,28,Scharnweberstrasse Ecke Berliner Strasse,strassenbahn,1946,30,unkown
1946356,"52.55973735325193, 13.335642683090738",8,194619,28,MÃ¼llerstrasse,strassenbahn,1946,30,unkown
1946357,"52.55047126275597, 13.351995203728084",9,194619,28,MÃ¼llerstrasse Ecke Seestrasse,strassenbahn,1946,30,unkown
1946253,"52.55505275926564, 13.365961269070542",10,194619,28,Iranische Strasse Ecke Reinickendorfer Strasse,strassenbahn,1946,30,unkown
1946146,"52.55374755712111, 13.377246753472674",11,194619,28,Exerzierstrasse,strassenbahn,1946,30,unkown
194625,"52.54862880712163, 13.387940970243234",12,194619,28,Badstrassse,strassenbahn,1946,30,unkown
194624,"52.5523075512431, 13.381391516100862",13,194619,28,Badstrasse Ecke Pankstrassse,strassenbahn,1946,30,unkown
1946104,"52.54842580988483, 13.388018631243888",14,194619,28,"Brunnenstrasse, Gesundbrunnen",strassenbahn,1946,30,unkown
1946103,"52.5324542,13.3974236",15,194619,28,Brunnenstrasse,strassenbahn,1946,30,unkown
1946432,"52.5471348687247, 13.389120500428692",16,194619,28,Ramlerstrasse,strassenbahn,1946,30,unkown
1946221,"52.611249613775165, 13.217475242109284",0,194620,128,Heiligensee,strassenbahn,1946,30,unkown
1946275,"52.60258075932391, 13.238750616951076",1,194620,128,Kirschallee,strassenbahn,1946,30,unkown
1946548,"52.599866426938775, 13.25206293052063",2,194620,128,Tegeler Forst,strassenbahn,1946,30,unkown
1946115,"52.597963503369265, 13.275045981437504",3,194620,128,Carolinenstrasse Ecke ConradshÃ¶her Chaussee,strassenbahn,1946,30,unkown
1946546,"52.59385577804168, 13.280849504455242",4,194620,128,"Tegel, SchloÃŸstrasse",strassenbahn,1946,30,unkown
194650,"52.576294689156825, 13.294656859060982",5,194620,128,Berlinerstrasse Ecke Seidelstrasse,strassenbahn,1946,30,unkown
1946445,"52.567938584320565, 13.311990398863685",6,194620,128,"Reinickendorf, Scharnweberstrasse",strassenbahn,1946,30,unkown
1946468,"52.564054479214924, 13.327868562561564",7,194620,128,Scharnweberstrasse Ecke Berliner Strasse,strassenbahn,1946,30,unkown
1946356,"52.55973735325193, 13.335642683090738",8,194620,128,MÃ¼llerstrasse,strassenbahn,1946,30,unkown
1946357,"52.55047126275597, 13.351995203728084",9,194620,128,MÃ¼llerstrasse Ecke Seestrasse,strassenbahn,1946,30,unkown
1946253,"52.55505275926564, 13.365961269070542",10,194620,128,Iranische Strasse Ecke Reinickendorfer Strasse,strassenbahn,1946,30,unkown
1946146,"52.55374755712111, 13.377246753472674",11,194620,128,Exerzierstrasse,strassenbahn,1946,30,unkown
194625,"52.54862880712163, 13.387940970243234",12,194620,128,Badstrassse,strassenbahn,1946,30,unkown
194624,"52.5523075512431, 13.381391516100862",13,194620,128,Badstrasse Ecke Pankstrassse,strassenbahn,1946,30,unkown
1946104,"52.54842580988483, 13.388018631243888",14,194620,128,"Brunnenstrasse, Gesundbrunnen",strassenbahn,1946,30,unkown
1946103,"52.5324542,13.3974236",15,194620,128,Brunnenstrasse,strassenbahn,1946,30,unkown
1946432,"52.5471348687247, 13.389120500428692",16,194620,128,Ramlerstrasse,strassenbahn,1946,30,unkown
1946545,"52.589904229457645, 13.283306953160388",0,194621,41,"Tegel, Alt-Tegel",strassenbahn,1946,15,unkown
194650,"52.576294689156825, 13.294656859060982",1,194621,41,Berlinerstrasse Ecke Seidelstrasse,strassenbahn,1946,15,unkown
1946445,"52.567938584320565, 13.311990398863685",2,194621,41,"Reinickendorf, Scharnweberstrasse",strassenbahn,1946,15,unkown
1946447,"52.56406869437813, 13.327834537507654",3,194621,41,"Reinickendorf-West, Berliner Strasse",strassenbahn,1946,15,unkown
1946244,"52.57114181127418, 13.33691826709435",4,194621,41,Humboldtstrasse,strassenbahn,1946,15,unkown
1946245,"52.56934226500555, 13.329932575290279",5,194621,41,Humboldtstrasse Ecke Berliner Strasse,strassenbahn,1946,15,unkown
1946446,"52.57506440929674, 13.352281003125478",6,194621,41,"Reinickendorf-Ost, Hauptstrasse",strassenbahn,1946,15,unkown
1946216,"52.57425115897413, 13.359165566408976",7,194621,41,Hauptstrasse Ecke Residenzstrasse,strassenbahn,1946,15,unkown
1946340,"52.56287187492626, 13.364542514645981",8,194621,41,Markstrasse,strassenbahn,1946,15,unkown
1946384,"52.5570174,13.3659987",9,194621,41,Oskarplatz,strassenbahn,1946,15,unkown
